,band1,exposure1,time1,psfMag11,psfMag12,psfMagErr11,psfMagErr12,apMag11,apMag12,apMagErr11,apMagErr12,band2,exposure2,time2,psfMag21,psfMag22,psfMagErr21,psfMagErr22,apMag21,apMag22,apMagErr21,apMagErr22,dt,airmassb1,airmassb2,x11,y11,x12,y12,x21,y21,x22,y22,deltapsfmag_s12b1,deltapsfmagErr_s12b1,deltaapmag_s12b1,deltaapmagErr_s12b1,deltapsfmag_s12b2,deltapsfmagErr_s12b2,deltaapmag_s12b2,deltaapmagErr_s12b2,psfcol12_s1,psfcol12Err_s1,apcol12_s1,apcol12Err_s1,psfcol12_s2,psfcol12Err_s2,apcol12_s2,apcol12Err_s2,psfcol12_s12,psfcol12Err_s12,apcol12_s12,apcol12Err_s12,psfmagmax_s12b1,psfmagmax_s12b2,apmagmax_s12b1,apmagmax_s12b2,index,DATE-OBS,id,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,TARGET,REDSHIFT,GRATING,ROTANGLE,D2CCD,LSHIFT,PARANGLE,TARGETX,TARGETY,LBDA_REF,PSF_REG,TRACE_R,MEANFWHM,PIXSHIFT,CHI2_FIT,A2_FIT,AM_FIT,VERSION,CCD_REBIN,CONFIG,EXPTIME,AIRMASS,DEC,HA,OUTTEMP,OUTPRESS,OUTHUM,FILTER,CAM_ROT,S_X0,S_Y0,S_XMIN,S_XMAX,S_YMIN,S_YMAX,S_NX,S_NY,S_DEG,S_SAT,S_ORDER,A1_x,A1_err_x,A2_x,A2_err_x,A3,A3_err,VAOD_x,VAOD_err_x,angstrom_exp_x,angstrom_exp_err_x,ozone [db]_x,ozone [db]_err_x,PWV [mm]_x,PWV [mm]_err_x,B_x,B_err_x,A_star,A_star_err,D_CCD [mm]_x,D_CCD [mm]_err_x,shift_x [pix],shift_x [pix]_err,shift_y [pix],shift_y [pix]_err,angle [deg],angle [deg]_err,x_c_0_1,x_c_0_1_err,x_c_1_1,x_c_1_1_err,x_c_2_1,x_c_2_1_err,y_c_0_1,y_c_0_1_err,y_c_1_1,y_c_1_1_err,y_c_2_1,y_c_2_1_err,gamma_0_1,gamma_0_1_err,gamma_1_1,gamma_1_1_err,gamma_2_1,gamma_2_1_err,alpha_0_1,alpha_0_1_err,alpha_1_1,alpha_1_1_err,alpha_2_1,alpha_2_1_err,saturation_0_1,saturation_0_1_err,x_c_0_2,x_c_0_2_err,x_c_1_2,x_c_1_2_err,x_c_2_2,x_c_2_2_err,y_c_0_2,y_c_0_2_err,y_c_1_2,y_c_1_2_err,y_c_2_2,y_c_2_2_err,gamma_0_2,gamma_0_2_err,gamma_1_2,gamma_1_2_err,gamma_2_2,gamma_2_2_err,alpha_0_2,alpha_0_2_err,alpha_1_2,alpha_1_2_err,alpha_2_2,alpha_2_2_err,saturation_0_2,saturation_0_2_err,x_c_0_3,x_c_0_3_err,x_c_1_3,x_c_1_3_err,x_c_2_3,x_c_2_3_err,y_c_0_3,y_c_0_3_err,y_c_1_3,y_c_1_3_err,y_c_2_3,y_c_2_3_err,gamma_0_3,gamma_0_3_err,gamma_1_3,gamma_1_3_err,gamma_2_3,gamma_2_3_err,alpha_0_3,alpha_0_3_err,alpha_1_3,alpha_1_3_err,alpha_2_3,alpha_2_3_err,saturation_0_3,saturation_0_3_err,A1_y,A1_err_y,A2_y,A2_err_y,VAOD_y,VAOD_err_y,angstrom_exp_y,angstrom_exp_err_y,ozone [db]_y,ozone [db]_err_y,PWV [mm]_y,PWV [mm]_err_y,reso [nm],reso [nm]_err,D_CCD [mm]_y,D_CCD [mm]_err_y,alpha_pix [pix],alpha_pix [pix]_err,B_y,B_err_y,Time,dt_abs_specphot,td_rel_specphot
0,z,2023112100548,2023-11-22 07:42:26.667501056,13.906104291758435,13.99084493615148,0.0033258664245627,0.0034587641564718,13.900805432075188,13.96881584195838,0.0033691869853939,0.0036743299689826,y,2023112100549,2023-11-22 07:43:14.763491072,14.022680661225928,13.995521437772693,0.0064579010444869,0.0065868755493061,14.000269348124204,13.977440037947137,0.0085843727677615,0.0090516101090919,48.09599,1.0363780549558284,1.0356273079477338,4001.992250424733,2114.07562395831,2261.833582496553,2964.621727294759,3990.36932234347,2114.672008209792,2250.729986677594,2965.106855420958,-0.08474064439304563,0.004798378576574337,-0.06801040988319151,0.004985190233432552,0.027159223453235626,0.00922450082131448,0.022829310177067796,0.01247489885261199,-0.11657636946749328,0.00726401220913198,-0.09946391604901628,0.009221869482834426,-0.004676501621212026,0.0074397566487177935,-0.008624195988756966,0.00976894806455528,0.11189986784628125,0.010397877300995577,0.09083972006025931,0.013434106708166764,13.99084493615148,14.022680661225928,13.96881584195838,14.000269348124204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,z,2024020800078,2024-02-09 02:41:11.845009920,13.964598309977196,14.004460038587773,0.0044529949358707,0.00453538924794,13.9477090958307,13.985613066461491,0.0043908382829626,0.0043329717342993,y,2024020800079,2024-02-09 02:42:00.220498944,14.055869433494411,13.991592891515538,0.010138363851848,0.0098391767541664,14.052977819075869,13.96539290848997,0.0130747728227153,0.0114679875367176,48.375489,1.0282673309425372,1.0276234418806995,2787.5883283129474,143.26532262035315,1047.1976758833894,992.985663023328,2780.761806778961,141.17095398479472,1040.2326632737893,990.9447145400958,-0.03986172861057646,0.006356014437461565,-0.03790397063079176,0.006168800927033279,0.06427654197887378,0.014127838503896718,0.0875849105858979,0.017391504319866205,-0.091271123517215,0.011073192199693289,-0.10526872324516923,0.013792358217242786,0.012867147072235241,0.010834166088354849,0.020220157971520436,0.012259257000020308,0.10413827058945024,0.015491763628502938,0.12548888121668966,0.018453144105688102,14.004460038587773,14.055869433494411,13.985613066461491,14.052977819075869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,z,2024030200036,2024-03-03 01:14:07.597990912,13.969337520579472,14.029300289968296,0.0045280127255,0.0045157210833816,13.9564487171295,13.99951131862397,0.0052181653513008,0.0046923953335035,y,2024030200033,2024-03-03 01:11:05.419506944,14.054572504544725,13.995905700269695,0.0118794447317876,0.0109473817546924,14.052040850692851,13.9897573648904,0.0185712868219198,0.0155545528250904,-182.178484,1.0257181904148356,1.0280214663449765,2830.970887175089,1883.2176579712743,1090.7700518822137,2732.877672573957,3377.066655051156,1871.687900896065,1636.926574357946,2721.7114689808445,-0.05996276938882339,0.006394891409960534,-0.04306260149446928,0.007017679359973754,0.05866680427502935,0.016154453702263295,0.062283485802451466,0.024224714813812352,-0.0852349839652522,0.012713146989549288,-0.0955921335633505,0.019290462510150663,0.03339458969860054,0.011842166363713573,0.009753953733570242,0.0162469285575586,0.11862957366385274,0.017374147765106502,0.10534608729692074,0.025220718296867384,14.029300289968296,14.054572504544725,13.99951131862397,14.052040850692851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,z,2024030200040,2024-03-03 01:17:58.273000960,13.938523050485918,14.032470993242104,0.0039436900713555,0.0039797561865959,13.941326055387256,13.989313173223598,0.0040779012798752,0.0038260235595182,y,2024030200041,2024-03-03 01:18:46.649489920,14.05139692458835,13.989100979697088,0.0076199071519769,0.007099326944248,14.018231606052714,13.988881776593324,0.0107202493513525,0.0093094185464184,48.376488,1.0229751855477145,1.0224165292204774,2272.0060208613586,1891.1165473925064,531.3873413087638,2740.6660863225693,2263.665629789313,1893.641203413932,523.1551535603546,2743.036540630112,-0.09394794275618601,0.00560278062069686,-0.04798711783634246,0.0055917559966790495,0.062295944891261,0.01041457767103757,0.02934982945938991,0.014198204810030477,-0.11287387410243177,0.008579957831111798,-0.07690555066545812,0.01146965670818362,0.04337001354501524,0.008138728547265476,0.00043139663027425,0.0100649754073414,0.156243887647447,0.011826012800167715,0.07733694729573237,0.015259644653594286,14.032470993242104,14.05139692458835,13.989313173223598,14.018231606052714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,z,2024030200068,2024-03-03 01:44:48.738508032,13.969222549965169,13.9781997803423,0.0043475357887448,0.004394825803033,13.951199978848036,13.974518672065132,0.004248099539309,0.0041291672164407,y,2024030200069,2024-03-03 01:45:37.115502080,14.040277216616206,13.975890272052764,0.0091488777103981,0.0089152794635324,14.014286788255658,13.98758435810095,0.0112310474329939,0.0103224749243617,48.376994,1.0092233428866826,1.008969383773916,2853.756816269022,426.1601123823059,1113.0783593683366,1276.2876583156478,2850.7955689474666,425.9467672372806,1110.333216576066,1276.0395444900882,-0.008977230377130496,0.006181873605422674,-0.023318693217095898,0.005924219070662899,0.06438694456344152,0.012774356002268832,0.026702430154708523,0.015254176969152907,-0.07105466665103677,0.010129315415872685,-0.06308680940762201,0.012007613257347866,0.002309508289535245,0.009939652999571323,-0.013065686035817592,0.011117711566028537,0.07336417494057201,0.014191537356682793,0.05002112337180442,0.01636417693021684,13.9781997803423,14.040277216616206,13.974518672065132,14.014286788255658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,z,2024030200072,2024-03-03 01:48:37.573509120,13.938244376137582,14.008764063576978,0.0041160214595029,0.004195089326243,13.92888710921195,13.972113087227232,0.0040745071921973,0.0042337391433508,y,2024030200073,2024-03-03 01:49:28.061003008,14.027068060561916,14.0340616740236,0.0077399052915112,0.0077292779811701,14.037729876220723,14.032260826713577,0.0104324227258399,0.010552330040237,50.487493,1.0081193870035037,1.0078978080442218,2311.920196259045,435.05447137087344,571.2838954595152,1284.8831713551926,2306.5341027302898,437.0973336531483,566.0474928673807,1287.0318048359916,-0.07051968743939518,0.005877108737316874,-0.04322597801528261,0.005875896186387937,-0.006993613461684589,0.010938366972805584,0.005469049507146551,0.014838703218566944,-0.08882368442433375,0.00876628579140855,-0.10884276700877393,0.011199868427347187,-0.025297610446623153,0.008794345488173573,-0.060147739486344776,0.011369969938923715,0.0635260739777106,0.01241725731158094,0.04869502752242916,0.015959739007951144,14.008764063576978,14.0340616740236,13.972113087227232,14.037729876220723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,z,2024030500475,2024-03-06 04:26:49.335503872,13.965704212220656,14.018660136821142,0.0033954170538622,0.0034795755028743,13.9696419351116,14.009986762849213,0.003884897906075,0.0039432489489171,y,2024030500476,2024-03-06 04:27:37.706498048,14.02021787995568,13.999767295389658,0.0070318537779347,0.0069417441120691,14.015983096985032,13.972421410678429,0.0107591906447833,0.0100372301140138,48.370994,1.17745265365024,1.1795394246853743,3583.6385242327447,1604.069925320774,1843.3299251864412,2454.0027396081173,3572.0160441850103,1604.299028301994,1832.3273756168355,2453.996939815678,-0.052955924600485815,0.004861718075933774,-0.04034482773761283,0.005535489500826619,0.020450584566022556,0.009881031265596751,0.043561686306603065,0.014714148690714591,-0.05451366773502464,0.007808701846268224,-0.04634116187343196,0.011439082789779013,0.01889284143148373,0.00776500206037635,0.03756535217078394,0.010784025251954916,0.07340650916650837,0.011012314993749576,0.0839065140442159,0.015720935586224494,14.018660136821142,14.02021787995568,14.009986762849213,14.015983096985032,3007.0,2024-03-06 04:00:54.717509751+00:00,2024030500447.0,-64.0,2.0,1137.0,3.0,True,HD38666,0.000364,holo4_003,0.14652958551958767,187.01775902406996,0.0,107.15945047175224,101.30983735513053,866.457401474329,507.1250537007472,5.3908673321832525,136.53659305207867,5.338649794610457,1.0474983826781388,62.71856278043726,0.0,1.7988907618906,3.1.0,2.0,,30.0,1.7988907618906,-32.3171032812187,67.05759870933299,14.5749998092651,742.55,42.4249992370605,empty,73.08458087094499,-416.9229133395361,17.45740147432899,516.0,1653.0,849.0,894.0,1137.0,45.0,2.0,22666.666666666668,1.0,0.7336403513840769,0.0002257158488650718,1.0,0.0,0.0,0.0,0.01961385835160106,0.0001925914005289685,3.0,0.028123353551383352,389.19642994313426,0.8813554467064761,8.178401347405655,0.01828112775069886,1.0,0.0,1.0,0.0,186.98511539011412,0.0017269091601188457,1.1230994097296398,0.005167160221718996,-2.234781585469988,0.0,0.17421471970299593,0.0,985.9885265847361,0.0,568.0173652602844,0.0,-0.017736993286003894,0.0,-0.43306535763671994,0.00024539940431106216,-0.34811873112039765,0.0008783042765218923,1.2018803983911148,0.0013880894214350768,3.9769580285716777,0.0009765029359033868,-1.034557969874781,0.0029748903360328643,0.6805413085191351,0.005303381394104252,1.9950939007576955,0.0003224225068394615,-0.2752012138167305,0.001082539262393143,-0.13714168911319827,0.0017649019209528835,22666.666666666784,0.0,985.9885265847361,0.0,568.0173652602844,0.0,-0.017736993286003894,0.0,-5.765799881237578,0.019671236270520386,-19.846094636661483,0.06350795904936246,-14.591925707685244,0.0505464545923419,5.739263370875796,0.004072708249842521,0.0,0.0,0.0,0.0,2.360022361730875,0.001530026535039832,0.0,0.0,0.0,0.0,22666.666666666784,0.0,985.9885265847361,0.0,568.0173652602844,0.0,-0.017736993286003894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.178178973377494,0.0,0.0,0.0,0.0,0.0,2.0526976717491348,0.0,0.0,0.0,0.0,0.0,22666.666666666784,0.0,0.8484472070655715,0.2988541900590835,0.0,0.0,0.1,0.19600150112450604,0.2950851583486676,0.6187438837256856,364.952433820743,10.438134017926377,5.883653216222761,0.06238384944765365,1.3162791933674907,0.04773017902226622,187.0103820803498,0.006280255552611724,1.0474983826781388,0.0,0.0,0.0,2024-03-06 04:00:54.717509751+00:00,1554.617995,-1554.617995
7,z,2024030700256,2024-03-08 04:54:25.535993088,13.970237000228243,14.030875274437136,0.0039771541849359,0.0040319675080731,13.966237604690528,14.01015962112374,0.004294472673904,0.0040263914423143,y,2024030700257,2024-03-08 04:55:14.106992128,14.019001431015573,14.01540347481934,0.0083481590767006,0.0079675713664728,14.01458653008538,14.016143586018249,0.0116948749894629,0.0104506804999983,48.570999,1.2871302867995975,1.29010670382931,3363.0515928522627,1678.000636543488,1622.8722729481829,2527.646396222641,3355.680202560794,1678.6042704472834,1615.217055307602,2528.1738735962517,-0.060638274208892895,0.005663436889108093,-0.04392201643321236,0.00588679230087575,0.003597956196232488,0.011540101968775486,-0.0015570559328690337,0.01568396709803389,-0.048764430787329616,0.009247135522995852,-0.04834892539485125,0.012458434755862112,0.015471799617795767,0.008929667153147112,-0.0059839648945079205,0.01119948887047023,0.06423623040512538,0.012854900654872686,0.04236496050034333,0.016752347522835706,14.030875274437136,14.019001431015573,14.01015962112374,14.016143586018249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,z,2024030700288,2024-03-08 05:25:30.529995008,13.96898585360108,13.996691168409154,0.0037680509125054,0.003852563128422,13.943020396443018,13.99144619396357,0.0042351041282501,0.0042175314876296,y,2024030700289,2024-03-08 05:26:18.339992064,14.003181393687,13.966880293744692,0.00855264441273,0.0083082877652006,14.022913044513016,13.992750796185105,0.0118966240558958,0.0109024896578768,47.809997,1.4207679210799191,1.4247625496855003,3341.8631142286617,190.47344377513664,1602.3623701745612,1039.9841750063426,3330.466214749473,189.7513960410473,1590.2988703659798,1039.056841439198,-0.027705314808073922,0.0053889192179610084,-0.04842579752055265,0.005976928879137528,0.03630109994230857,0.01192373146460384,0.03016224832791181,0.016136726578443013,-0.034195540085921294,0.009345904671557187,-0.07989264806999863,0.012627975724732753,0.029810874664461195,0.009158050461089341,-0.001304602221534168,0.011689818330036517,0.06400641475038249,0.01308494640331756,0.07858804584846446,0.01720806855790903,13.996691168409154,14.003181393687,13.99144619396357,14.022913044513016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,z,2024030700292,2024-03-08 05:29:31.382490880,14.00354649739177,14.006490629960147,0.0040191095820749,0.0040905740832822,13.94393881111434,13.989043676871482,0.0043155616623547,0.0043036365015884,y,2024030700293,2024-03-08 05:30:19.400505088,14.097759692770271,14.0335239430857,0.0087098390134279,0.0084389948513116,14.0681741597744,13.98501687817758,0.0124264230840307,0.0110387991594629,48.018014,1.4408845068502834,1.4450622209268154,2786.067341908853,194.5676944424985,1045.587321215527,1043.6463229089957,2775.107403864363,194.73702299845945,1034.8461406799036,1043.764289617834,-0.0029441325683770003,0.0057346349634084205,-0.045104865757142676,0.006094699303443091,0.06423574968457046,0.012127568995486868,0.08315728159682045,0.01662140419899263,-0.09421319537850081,0.009592420834833977,-0.12423534866006136,0.013154469321295964,-0.02703331312555335,0.009378135765240537,0.0040267986939017675,0.011848053596298544,0.06717988225294746,0.013415064960850568,0.12826214735396313,0.017703571310492116,14.006490629960147,14.097759692770271,13.989043676871482,14.0681741597744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
