,band1,exposure1,time1,psfMag11,psfMag12,psfMagErr11,psfMagErr12,apMag11,apMag12,apMagErr11,apMagErr12,band2,exposure2,time2,psfMag21,psfMag22,psfMagErr21,psfMagErr22,apMag21,apMag22,apMagErr21,apMagErr22,dt,airmassb1,airmassb2,x11,y11,x12,y12,x21,y21,x22,y22,deltapsfmag_s12b1,deltapsfmagErr_s12b1,deltaapmag_s12b1,deltaapmagErr_s12b1,deltapsfmag_s12b2,deltapsfmagErr_s12b2,deltaapmag_s12b2,deltaapmagErr_s12b2,psfcol12_s1,psfcol12Err_s1,apcol12_s1,apcol12Err_s1,psfcol12_s2,psfcol12Err_s2,apcol12_s2,apcol12Err_s2,psfcol12_s12,psfcol12Err_s12,apcol12_s12,apcol12Err_s12,psfmagmax_s12b1,psfmagmax_s12b2,apmagmax_s12b1,apmagmax_s12b2,index,DATE-OBS,id,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,TARGET,REDSHIFT,GRATING,ROTANGLE,D2CCD,LSHIFT,PARANGLE,TARGETX,TARGETY,LBDA_REF,PSF_REG,TRACE_R,MEANFWHM,PIXSHIFT,CHI2_FIT,A2_FIT,AM_FIT,VERSION,CCD_REBIN,CONFIG,EXPTIME,AIRMASS,DEC,HA,OUTTEMP,OUTPRESS,OUTHUM,FILTER,CAM_ROT,S_X0,S_Y0,S_XMIN,S_XMAX,S_YMIN,S_YMAX,S_NX,S_NY,S_DEG,S_SAT,S_ORDER,A1_x,A1_err_x,A2_x,A2_err_x,A3,A3_err,VAOD_x,VAOD_err_x,angstrom_exp_x,angstrom_exp_err_x,ozone [db]_x,ozone [db]_err_x,PWV [mm]_x,PWV [mm]_err_x,B_x,B_err_x,A_star,A_star_err,D_CCD [mm]_x,D_CCD [mm]_err_x,shift_x [pix],shift_x [pix]_err,shift_y [pix],shift_y [pix]_err,angle [deg],angle [deg]_err,x_c_0_1,x_c_0_1_err,x_c_1_1,x_c_1_1_err,x_c_2_1,x_c_2_1_err,y_c_0_1,y_c_0_1_err,y_c_1_1,y_c_1_1_err,y_c_2_1,y_c_2_1_err,gamma_0_1,gamma_0_1_err,gamma_1_1,gamma_1_1_err,gamma_2_1,gamma_2_1_err,alpha_0_1,alpha_0_1_err,alpha_1_1,alpha_1_1_err,alpha_2_1,alpha_2_1_err,saturation_0_1,saturation_0_1_err,x_c_0_2,x_c_0_2_err,x_c_1_2,x_c_1_2_err,x_c_2_2,x_c_2_2_err,y_c_0_2,y_c_0_2_err,y_c_1_2,y_c_1_2_err,y_c_2_2,y_c_2_2_err,gamma_0_2,gamma_0_2_err,gamma_1_2,gamma_1_2_err,gamma_2_2,gamma_2_2_err,alpha_0_2,alpha_0_2_err,alpha_1_2,alpha_1_2_err,alpha_2_2,alpha_2_2_err,saturation_0_2,saturation_0_2_err,x_c_0_3,x_c_0_3_err,x_c_1_3,x_c_1_3_err,x_c_2_3,x_c_2_3_err,y_c_0_3,y_c_0_3_err,y_c_1_3,y_c_1_3_err,y_c_2_3,y_c_2_3_err,gamma_0_3,gamma_0_3_err,gamma_1_3,gamma_1_3_err,gamma_2_3,gamma_2_3_err,alpha_0_3,alpha_0_3_err,alpha_1_3,alpha_1_3_err,alpha_2_3,alpha_2_3_err,saturation_0_3,saturation_0_3_err,A1_y,A1_err_y,A2_y,A2_err_y,VAOD_y,VAOD_err_y,angstrom_exp_y,angstrom_exp_err_y,ozone [db]_y,ozone [db]_err_y,PWV [mm]_y,PWV [mm]_err_y,reso [nm],reso [nm]_err,D_CCD [mm]_y,D_CCD [mm]_err_y,alpha_pix [pix],alpha_pix [pix]_err,B_y,B_err_y,Time,dt_abs_specphot,td_rel_specphot
0,z,2023112100556,2023-11-22 07:50:07.728500992,13.314821164656667,13.731979111800552,0.0027176386733838,0.0030808249514962,13.314626805559763,13.711523383794136,0.0023381848877105,0.0029199855816963,y,2023112100557,2023-11-22 07:50:56.400504064,13.209918140763182,13.738596126974894,0.0046750164780506,0.0055914418448167,13.179542382022284,13.701693965281263,0.0047574894697765,0.0067445952568488,48.672003,1.0296917190493955,1.0290246202735724,1629.6975091398983,954.1692129624678,3116.1357324662254,3184.119794912979,1620.99139268571,957.308693936848,3107.321263393017,3186.956683829182,-0.41715794714388466,0.004108167759577599,-0.3968965782343723,0.0037407785775733964,-0.5286779862117115,0.0072883469301352425,-0.5221515832589798,0.008253682283304926,0.10490302389348471,0.005407526146873069,0.13508442353747974,0.0053010201493818195,-0.0066170151743421,0.006384019445907786,0.009829418512872223,0.007349549712466854,0.11152003906782681,0.008366423567740557,0.1252550050246075,0.009061826283932707,13.731979111800552,13.738596126974894,13.711523383794136,13.701693965281263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,z,2023112100560,2023-11-22 07:53:58.364506880,13.316293270596915,13.699787100628924,0.0026787884339864,0.0030594607394227,13.311422578339773,13.70507112569162,0.0023824581769222,0.0029448572211116,y,2023112100561,2023-11-22 07:54:46.442998016,13.134743029986776,13.655999742587202,0.0048403543855422,0.0058376817716128,13.15505819955654,13.662796748300682,0.004932993885906,0.0068375219660568,48.078491,1.02666892356097,1.0260545797780682,1078.7545368292988,968.5223809527076,2564.7457216401244,3198.168495219596,1071.9171018293123,969.6307815500012,2557.8545288020778,3199.6683860303447,-0.383493830032009,0.004066473593929783,-0.3936485473518463,0.0037879138080896967,-0.5212567126004259,0.00758337385628969,-0.5077385487441415,0.00843125941450595,0.18155024061013947,0.0055321729954600045,0.15636437878323228,0.005478187258863047,0.04378735804172251,0.006590813946902859,0.04227437739093709,0.007444722337941314,0.13776288256841696,0.008604868769155411,0.11409000139229519,0.00924307450647304,13.699787100628924,13.655999742587202,13.70507112569162,13.662796748300682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,z,2023112700355,2023-11-28 07:34:07.270500096,13.295995956555547,13.674411385065348,0.0027517981828935,0.0030815313327216,13.305567581257945,13.697682033992711,0.0023580003388616,0.0029460806334263,y,2023112700360,2023-11-28 07:38:45.680006912,13.24017204136659,13.729932999347149,0.0047637923156437,0.0056307557978358,13.2257914515342,13.719563874054709,0.0050097922744087,0.0067114415889492,278.409506,1.0238177219800677,1.0206907194785266,1466.7868373370884,345.16856643532475,2952.9290272925605,2574.973010415895,912.7969528976358,349.3534735739876,2398.5661777773635,2579.398537936935,-0.3784154285098005,0.004131371272824669,-0.3921144527347664,0.0037735337147984946,-0.4897609579805593,0.007375576457569093,-0.4937724225205091,0.00837505025863141,0.055823915188957685,0.005501464392865043,0.07977612972374537,0.0055369833150187946,-0.055521614281801135,0.006418819689740976,-0.021881840061997337,0.007329586570914246,0.11134552947075882,0.008453836802030682,0.10165796978574271,0.009185914409100653,13.674411385065348,13.729932999347149,13.697682033992711,13.719563874054709,2480.0,2023-11-28 08:20:11.280997722+00:00,2023112700403.0,-64.0,2.0,1137.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.11855094845726395,186.97134699271402,0.0,174.01415461812365,106.67346446036699,871.51612378228,619.6434547793207,7.993739658934857,57.82771397513427,7.1929882915945,0.9557731911820952,8.266059085778078,0.0,2.14256249399399,3.1.0,2.0,,60.0,2.14256249399399,-87.4705010256381,-186.13380782091352,10.0,743.0,,empty,6.500497873956988,-416.41542535074683,19.516123782280005,520.0,1657.0,852.0,897.0,1137.0,45.0,2.0,11333.333333333334,1.0,0.7122851671451486,0.00023564050997184163,1.0,0.0,0.0,0.0,0.0,0.00019661398031804166,1.7382674670446336,0.0,304.16623343381355,1.0378703644584957,2.9218094815230256,0.009240907451960061,1.0,0.0,1.0,0.0,186.91009772652677,0.003240188293948713,1.0793349800975127,0.014298297696479787,0.03038974019001368,0.0,0.1212381401560068,0.0,985.3752662072019,0.0,568.0198940124912,0.0,-0.019620927840374447,0.0,-0.15226757070739422,0.0003898743794546026,-0.05570602873175809,0.0009451846272283972,1.0707508861316966,0.002310364076619562,6.674170874927489,0.0033656097357103285,-2.707260382991236,0.007624377674828123,0.7494259917304923,0.0203007778331923,2.9023381915256072,0.0015249197357715969,-0.5891457334560862,0.003434856570745761,-0.07947239790083829,0.00913486714841751,11333.333333333392,0.0,985.3752662072019,0.0,568.0198940124912,0.0,-0.019620927840374447,0.0,0.1559401777005873,0.07967548384781019,-5.243971763993837,0.26827887384294336,-5.574889929295634,0.2225855780521035,6.493064742416404,0.021359470918356424,0.0,0.0,0.0,0.0,2.541475514629294,0.008337830552033524,0.0,0.0,0.0,0.0,11333.333333333392,0.0,985.3752662072019,0.0,568.0198940124912,0.0,-0.019620927840374447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77740876922266,0.0,0.0,0.0,0.0,0.0,2.9484029210663047,0.0,0.0,0.0,0.0,0.0,11333.333333333392,0.0,0.7191383563696375,0.0006620578308848829,0.0,0.0,0.001973449470214679,0.0005035441390393749,3.0,0.0,312.3525893118511,5.276552213207343,2.9828201619064973,0.02889327417624834,2.3873888242512336,0.03117817576424022,186.84677406690227,0.006346091540750601,0.9557731911820952,0.0,0.0,0.0,2023-11-28 08:20:11.280997722+00:00,2764.010497,2764.010497
3,z,2023112700359,2023-11-28 07:37:57.146994944,13.309686386564136,13.722953846538603,0.0028727903828868,0.003203135120625,13.301526652361886,13.690168170123664,0.002412438903114,0.0029279335916404,y,2023112700360,2023-11-28 07:38:45.680006912,13.24017204136659,13.729932999347149,0.0047637923156437,0.0056307557978358,13.2257914515342,13.719563874054709,0.0050097922744087,0.0067114415889492,48.533011,1.0212217854840864,1.0206907194785266,919.6026838034004,347.7663024848711,2405.4462954860564,2577.809222570497,912.7969528976358,349.3534735739876,2398.5661777773635,2579.398537936935,-0.4132674599744668,0.004302673492723823,-0.38864151776177813,0.003793765488049325,-0.4897609579805593,0.007375576457569093,-0.4937724225205091,0.00837505025863141,0.06951434519754685,0.0055629705922818655,0.07573520082768681,0.0055603848872162595,-0.006979152808545663,0.006478077296223225,-0.02939570393104418,0.007322311337203111,0.07649349800609251,0.00853885983410172,0.10513090475873099,0.009194244037054716,13.722953846538603,13.729932999347149,13.690168170123664,13.719563874054709,2480.0,2023-11-28 08:20:11.280997722+00:00,2023112700403.0,-64.0,2.0,1137.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.11855094845726395,186.97134699271402,0.0,174.01415461812365,106.67346446036699,871.51612378228,619.6434547793207,7.993739658934857,57.82771397513427,7.1929882915945,0.9557731911820952,8.266059085778078,0.0,2.14256249399399,3.1.0,2.0,,60.0,2.14256249399399,-87.4705010256381,-186.13380782091352,10.0,743.0,,empty,6.500497873956988,-416.41542535074683,19.516123782280005,520.0,1657.0,852.0,897.0,1137.0,45.0,2.0,11333.333333333334,1.0,0.7122851671451486,0.00023564050997184163,1.0,0.0,0.0,0.0,0.0,0.00019661398031804166,1.7382674670446336,0.0,304.16623343381355,1.0378703644584957,2.9218094815230256,0.009240907451960061,1.0,0.0,1.0,0.0,186.91009772652677,0.003240188293948713,1.0793349800975127,0.014298297696479787,0.03038974019001368,0.0,0.1212381401560068,0.0,985.3752662072019,0.0,568.0198940124912,0.0,-0.019620927840374447,0.0,-0.15226757070739422,0.0003898743794546026,-0.05570602873175809,0.0009451846272283972,1.0707508861316966,0.002310364076619562,6.674170874927489,0.0033656097357103285,-2.707260382991236,0.007624377674828123,0.7494259917304923,0.0203007778331923,2.9023381915256072,0.0015249197357715969,-0.5891457334560862,0.003434856570745761,-0.07947239790083829,0.00913486714841751,11333.333333333392,0.0,985.3752662072019,0.0,568.0198940124912,0.0,-0.019620927840374447,0.0,0.1559401777005873,0.07967548384781019,-5.243971763993837,0.26827887384294336,-5.574889929295634,0.2225855780521035,6.493064742416404,0.021359470918356424,0.0,0.0,0.0,0.0,2.541475514629294,0.008337830552033524,0.0,0.0,0.0,0.0,11333.333333333392,0.0,985.3752662072019,0.0,568.0198940124912,0.0,-0.019620927840374447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77740876922266,0.0,0.0,0.0,0.0,0.0,2.9484029210663047,0.0,0.0,0.0,0.0,0.0,11333.333333333392,0.0,0.7191383563696375,0.0006620578308848829,0.0,0.0,0.001973449470214679,0.0005035441390393749,3.0,0.0,312.3525893118511,5.276552213207343,2.9828201619064973,0.02889327417624834,2.3873888242512336,0.03117817576424022,186.84677406690227,0.006346091540750601,0.9557731911820952,0.0,0.0,0.0,2023-11-28 08:20:11.280997722+00:00,2534.134002,2534.134002
4,z,2023113000571,2023-12-01 07:05:16.411506944,13.306814849479906,13.66144009415681,0.0026415269916526,0.0029691855398335,13.305220734638194,13.688236079674745,0.0024224384751858,0.0028471989460995,y,2023113000572,2023-12-01 07:06:04.330505984,13.176424145408689,13.645598098917269,0.004210856906716,0.0050390437538918,13.164708964463507,13.648035755537116,0.0049097461991469,0.006205928356543,47.918999,1.038117424162872,1.0373461155706614,2404.5923799571465,521.8843434319546,3891.332550587276,2751.3430367963074,2398.24260607328,521.2603451804931,3884.9404922610343,2750.9224706284544,-0.35462524467690315,0.003974132310025119,-0.38301534503655077,0.0037382816914634195,-0.46917395350858015,0.006566831644139646,-0.4833267910736083,0.007913226554736186,0.13039070407121756,0.0049708128848777915,0.14051177017468675,0.005474834783452185,0.01584199523954055,0.005848762666033929,0.040200324137629195,0.00682789049452425,0.114548708831677,0.00767574136224374,0.10031144603705755,0.008751794359519225,13.66144009415681,13.645598098917269,13.688236079674745,13.648035755537116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,z,2023113000597,2023-12-01 07:25:13.293000960,13.307103594090735,13.724671428187188,0.0025609948205096,0.0029344970685199,13.307813734535078,13.707573080096765,0.0023246858924667,0.0029074753167768,y,2023113000598,2023-12-01 07:26:01.155503104,13.178235735894068,13.678725914789052,0.0044352464218596,0.0053486519923243,13.163846680570188,13.66254968346786,0.0046863654252304,0.0065146778111989,47.862502,1.0217750346712149,1.021242149256413,1883.870270631012,576.758496092525,3370.327787522315,2806.281963762176,1874.609878921203,578.2384938576242,3360.93992992048,2807.779019425669,-0.4175678340964524,0.003894864248703526,-0.39975934556168724,0.003722576690452468,-0.5004901788949834,0.006948344332113449,-0.4987030028976722,0.008025150956992784,0.12886785819666713,0.005121533490400641,0.1439670539648894,0.005231269960289624,0.04594551339813613,0.0061007664420256735,0.04502339662890442,0.007134033901054412,0.082922344798531,0.007965516711013918,0.09894365733598498,0.008846503552185024,13.724671428187188,13.678725914789052,13.707573080096765,13.66254968346786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,z,2023113000601,2023-12-01 07:29:02.923009024,13.299746813251376,13.67958179536643,0.003032914900768,0.003379136186818,13.293555668619808,13.69279012724393,0.0023753660232028,0.0029536798101638,y,2023113000602,2023-12-01 07:29:51.421490944,13.154188919992302,13.640577929548908,0.0048203564314838,0.005744727967895,13.135432599420817,13.648880216119984,0.0047760538230162,0.0066270845733833,48.498481,1.0193428504402442,1.018846500711913,1335.4562821599336,587.1974053831866,2821.392536656323,2816.842648246083,1326.474542955125,587.2297152962525,2812.62714226058,2817.0653393423527,-0.37983498211505307,0.004540609448561224,-0.39923445862412166,0.003790328239764407,-0.48638900955660525,0.007499182325538048,-0.5134476166991675,0.008168778370302537,0.14555789325907398,0.005695121501938988,0.15812306919899122,0.005334140405401225,0.0390038658175218,0.006664867650162148,0.04390991112394538,0.007255513376994365,0.10655402744155218,0.008766690921666265,0.11421315807504584,0.009005305559961756,13.67958179536643,13.640577929548908,13.69279012724393,13.648880216119984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,z,2023120400587,2023-12-05 07:16:21.180990976,13.295849028817004,13.664404975992422,0.002586022824087,0.0028849855040241,13.304485432067112,13.696045991504494,0.0023388575308887,0.0028559989257576,y,2023120400588,2023-12-05 07:17:09.400504064,13.195800726461568,13.660775659337723,0.0042124935559474,0.0050117898261004,13.19526335243189,13.692273370370172,0.0047669914947239,0.0064605289957058,48.219513,1.0174729530282476,1.01701502130987,2039.486330844234,539.745316246564,3526.306242466326,2769.0911580752186,2033.247521317865,540.4135050651977,3519.983493821848,2769.6841940434538,-0.36855594717541784,0.003874358708886942,-0.3915605594373819,0.003691474558184487,-0.46497493287615477,0.006546994670831942,-0.4970100179382815,0.008028863108505799,0.10004830235543594,0.004942935970210142,0.1092220796352219,0.005309845803840709,0.0036293166546990108,0.005782834825536059,0.003772621134322307,0.007063650951758868,0.09641898570073693,0.007607482804780432,0.1054494585008996,0.008836833552175166,13.664404975992422,13.660775659337723,13.696045991504494,13.692273370370172,2588.0,2023-12-05 07:54:48.307990779+00:00,2023120400623.0,-64.0,2.0,1137.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.12083544545088351,186.8844842971826,0.0,174.65995728341073,105.55376781517518,878.3830763820238,619.6434547793207,2.6178062485068376,57.41751055879885,6.962752709996433,0.948262629360399,10.332033623134732,0.0,2.14227162009967,3.1.0,2.0,,60.0,2.14227162009967,-87.4787317019484,-185.4716721061915,8.69999980926514,738.95,24.7999992370605,empty,6.008048727976018,-416.4397505748604,19.38307638202376,519.0,1656.0,859.0,904.0,1137.0,45.0,2.0,11333.333333333334,1.0,0.711380354080663,0.00016819306690679612,1.0,0.0,0.0,0.0,0.0027319276647525853,0.00013617527118693726,2.7408924889438038,0.0,307.1510453084895,1.0249655740202388,2.96924008407664,0.009041455017837128,1.0,0.0,1.0,0.0,186.92648469919362,0.0029527746962813837,1.1176547201330318,0.015764666079724356,-0.28303740337220634,0.0,0.12566192661495101,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,-0.13777359645512188,0.0003679178937356208,-0.08082771482051193,0.0008734881238838312,0.9554534549175031,0.0021490368300847427,6.548388239008565,0.003190738530977764,-2.44905129424687,0.007191815226258568,0.8897913207362916,0.0192300766104253,2.988320270016967,0.0015327831680623364,-0.5527545243859977,0.003451286900272679,0.01634104423798708,0.009223676113498868,11333.333333333394,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,0.22324978512173835,0.07364016745512961,-5.482168613700792,0.24734901580981966,-6.302409945589292,0.20476860342545886,6.070984671905419,0.017836764825468858,0.0,0.0,0.0,0.0,2.451224084821029,0.006904478294308865,0.0,0.0,0.0,0.0,11333.333333333394,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.689613778574942,0.0,0.0,0.0,0.0,0.0,3.057120459025881,0.0,0.0,0.0,0.0,0.0,11333.333333333394,0.0,0.7153342151157069,0.0006541955272097936,0.0,0.0,0.00544296826937464,0.0005009195761612021,3.0,0.0,325.84337780193255,5.29525977101686,2.9439773843800143,0.027240321662073363,1.6282967200011353,0.03202492974097733,186.8716058645202,0.0057722860664275195,0.948262629360399,0.0,0.0,0.0,2023-12-05 07:54:48.307990779+00:00,2307.126999,2307.126999
8,z,2023120400591,2023-12-05 07:20:08.551995904,13.302800309525775,13.697173117274478,0.0026268701770189,0.0029474042573652,13.317885969994991,13.709443753986587,0.0023340511347489,0.0028845183721851,y,2023120400592,2023-12-05 07:20:56.460508928,13.190164600320765,13.702980135236071,0.0045240902874501,0.0053055266337697,13.213974079733577,13.728268244150412,0.0047587004207774,0.0066435281016344,47.908513,1.015428832214378,1.0150160370764425,1495.615340270807,542.9047771506127,2982.0063032417747,2772.5989057546853,1486.4904727593785,544.6395710349476,2972.6856235933583,2774.111058480085,-0.3943728077487023,0.003948118385160938,-0.3915577839915958,0.0037105580360770546,-0.5128155349153065,0.006972517894608803,-0.5142941644168353,0.008172006811788214,0.11263570920501031,0.005231428089528865,0.1039118902614149,0.0053002853125402255,-0.0058070179615938855,0.006069250754250821,-0.018824490163824592,0.007242714399773012,0.1184427271666042,0.008012717677160839,0.12273638042523949,0.008974961630614862,13.697173117274478,13.702980135236071,13.709443753986587,13.728268244150412,2588.0,2023-12-05 07:54:48.307990779+00:00,2023120400623.0,-64.0,2.0,1137.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.12083544545088351,186.8844842971826,0.0,174.65995728341073,105.55376781517518,878.3830763820238,619.6434547793207,2.6178062485068376,57.41751055879885,6.962752709996433,0.948262629360399,10.332033623134732,0.0,2.14227162009967,3.1.0,2.0,,60.0,2.14227162009967,-87.4787317019484,-185.4716721061915,8.69999980926514,738.95,24.7999992370605,empty,6.008048727976018,-416.4397505748604,19.38307638202376,519.0,1656.0,859.0,904.0,1137.0,45.0,2.0,11333.333333333334,1.0,0.711380354080663,0.00016819306690679612,1.0,0.0,0.0,0.0,0.0027319276647525853,0.00013617527118693726,2.7408924889438038,0.0,307.1510453084895,1.0249655740202388,2.96924008407664,0.009041455017837128,1.0,0.0,1.0,0.0,186.92648469919362,0.0029527746962813837,1.1176547201330318,0.015764666079724356,-0.28303740337220634,0.0,0.12566192661495101,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,-0.13777359645512188,0.0003679178937356208,-0.08082771482051193,0.0008734881238838312,0.9554534549175031,0.0021490368300847427,6.548388239008565,0.003190738530977764,-2.44905129424687,0.007191815226258568,0.8897913207362916,0.0192300766104253,2.988320270016967,0.0015327831680623364,-0.5527545243859977,0.003451286900272679,0.01634104423798708,0.009223676113498868,11333.333333333394,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,0.22324978512173835,0.07364016745512961,-5.482168613700792,0.24734901580981966,-6.302409945589292,0.20476860342545886,6.070984671905419,0.017836764825468858,0.0,0.0,0.0,0.0,2.451224084821029,0.006904478294308865,0.0,0.0,0.0,0.0,11333.333333333394,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.689613778574942,0.0,0.0,0.0,0.0,0.0,3.057120459025881,0.0,0.0,0.0,0.0,0.0,11333.333333333394,0.0,0.7153342151157069,0.0006541955272097936,0.0,0.0,0.00544296826937464,0.0005009195761612021,3.0,0.0,325.84337780193255,5.29525977101686,2.9439773843800143,0.027240321662073363,1.6282967200011353,0.03202492974097733,186.8716058645202,0.0057722860664275195,0.948262629360399,0.0,0.0,0.0,2023-12-05 07:54:48.307990779+00:00,2079.755994,2079.755994
9,z,2023120400595,2023-12-05 07:23:56.250501120,13.315915474982924,13.672766681159976,0.002643300725327,0.0029914499109948,13.304361967771795,13.6898023281205,0.0023967784188504,0.0028964141838198,y,2023120400596,2023-12-05 07:24:44.167500032,13.247913388511163,13.674958266867993,0.0046438525622361,0.0054880785240107,13.211291246234516,13.71137611886136,0.004944717350452,0.0066980111172556,47.916998,1.0135778033870348,1.0132064911127605,946.0840068361366,554.1514733153278,2431.842007556035,2783.9695106302515,938.757471286729,556.2786089213762,2424.8711997896457,2786.091736785344,-0.35685120617705124,0.003991968348384671,-0.38544036034870466,0.0037594895814857024,-0.42704487835682947,0.0071891844117044496,-0.500084872626843,0.008325477920380346,0.0680020864717612,0.00534344508199542,0.0930707215372788,0.005494977385297238,-0.00219158570801703,0.006250422262191432,-0.021573790740859522,0.007297435717504617,0.07019367217977823,0.008223149262904041,0.11464451227813832,0.009134951806990567,13.672766681159976,13.674958266867993,13.6898023281205,13.71137611886136,2588.0,2023-12-05 07:54:48.307990779+00:00,2023120400623.0,-64.0,2.0,1137.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.12083544545088351,186.8844842971826,0.0,174.65995728341073,105.55376781517518,878.3830763820238,619.6434547793207,2.6178062485068376,57.41751055879885,6.962752709996433,0.948262629360399,10.332033623134732,0.0,2.14227162009967,3.1.0,2.0,,60.0,2.14227162009967,-87.4787317019484,-185.4716721061915,8.69999980926514,738.95,24.7999992370605,empty,6.008048727976018,-416.4397505748604,19.38307638202376,519.0,1656.0,859.0,904.0,1137.0,45.0,2.0,11333.333333333334,1.0,0.711380354080663,0.00016819306690679612,1.0,0.0,0.0,0.0,0.0027319276647525853,0.00013617527118693726,2.7408924889438038,0.0,307.1510453084895,1.0249655740202388,2.96924008407664,0.009041455017837128,1.0,0.0,1.0,0.0,186.92648469919362,0.0029527746962813837,1.1176547201330318,0.015764666079724356,-0.28303740337220634,0.0,0.12566192661495101,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,-0.13777359645512188,0.0003679178937356208,-0.08082771482051193,0.0008734881238838312,0.9554534549175031,0.0021490368300847427,6.548388239008565,0.003190738530977764,-2.44905129424687,0.007191815226258568,0.8897913207362916,0.0192300766104253,2.988320270016967,0.0015327831680623364,-0.5527545243859977,0.003451286900272679,0.01634104423798708,0.009223676113498868,11333.333333333394,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,0.22324978512173835,0.07364016745512961,-5.482168613700792,0.24734901580981966,-6.302409945589292,0.20476860342545886,6.070984671905419,0.017836764825468858,0.0,0.0,0.0,0.0,2.451224084821029,0.006904478294308865,0.0,0.0,0.0,0.0,11333.333333333394,0.0,985.3927744691454,0.0,568.0202311651235,0.0,-0.01997000117042684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.689613778574942,0.0,0.0,0.0,0.0,0.0,3.057120459025881,0.0,0.0,0.0,0.0,0.0,11333.333333333394,0.0,0.7153342151157069,0.0006541955272097936,0.0,0.0,0.00544296826937464,0.0005009195761612021,3.0,0.0,325.84337780193255,5.29525977101686,2.9439773843800143,0.027240321662073363,1.6282967200011353,0.03202492974097733,186.8716058645202,0.0057722860664275195,0.948262629360399,0.0,0.0,0.0,2023-12-05 07:54:48.307990779+00:00,1852.057489,1852.057489
